"","X","Long","Lat","site","ppt","tmax","tmean","tmin","type","year","month"
"110",110,-123.630758,39.738936,"Angelo",166.164001464844,16.7530002593994,9.71500015258789,2.67899990081787,"1991-02-01",NA,NA
"111",111,-123.630758,39.738936,"Angelo",413.941986083984,11.5780000686646,6.30700016021729,1.03600001335144,"1991-03-01",NA,NA
"112",112,-123.630758,39.738936,"Angelo",50.1399993896484,16.0359992980957,9.1540002822876,2.27300000190735,"1991-04-01",NA,NA
"113",113,-123.630758,39.738936,"Angelo",47.0480003356934,18.3729991912842,11.496000289917,4.62099981307983,"1991-05-01",NA,NA
"114",114,-123.630758,39.738936,"Angelo",13.1090002059937,22.9710006713867,14.899001121521,6.8289999961853,"1991-06-01",NA,NA
"115",115,-123.630758,39.738936,"Angelo",8.52099990844727,30.3229999542236,21.1060009002686,11.8909997940063,"1991-07-01",NA,NA
"116",116,-123.630758,39.738936,"Angelo",3.98000001907349,27.7390003204346,19.0090007781982,10.2790002822876,"1991-08-01",NA,NA
"117",117,-123.630758,39.738936,"Angelo",0,30.9869995117188,20.5190010070801,10.0520000457764,"1991-09-01",NA,NA
"118",118,-123.630758,39.738936,"Angelo",84.7009963989258,26.253999710083,16.1190013885498,5.98699998855591,"1991-10-01",NA,NA
"119",119,-123.630758,39.738936,"Angelo",92.9410018920898,16.621000289917,9.778000831604,2.93600010871887,"1991-11-01",NA,NA
"120",120,-123.630758,39.738936,"Angelo",143.307006835938,12.8269996643066,6.7020001411438,0.579999983310699,"1991-12-01",NA,NA
"121",121,-123.630758,39.738936,"Angelo",195.925994873047,12.581000328064,6.47000026702881,0.360000014305115,"1992-01-01",NA,NA
"122",122,-123.630758,39.738936,"Angelo",357.825012207031,14.6450004577637,9.35400009155273,4.06400012969971,"1992-02-01",NA,NA
"123",123,-123.630758,39.738936,"Angelo",225.828994750977,16.0960006713867,10.4380006790161,4.78000020980835,"1992-03-01",NA,NA
"124",124,-123.630758,39.738936,"Angelo",135.412994384766,19.1310005187988,11.9000005722046,4.67000007629395,"1992-04-01",NA,NA
"125",125,-123.630758,39.738936,"Angelo",7.17000007629395,25.6079998016357,16.2520008087158,6.89699983596802,"1992-05-01",NA,NA
"126",126,-123.630758,39.738936,"Angelo",57.8600006103516,25.3740005493164,17.3959999084473,9.41899967193604,"1992-06-01",NA,NA
"127",127,-123.630758,39.738936,"Angelo",31.2749996185303,27.9659996032715,19.5010013580322,11.0380001068115,"1992-07-01",NA,NA
"128",128,-123.630758,39.738936,"Angelo",0,30.7080001831055,20.2080001831055,9.70899963378906,"1992-08-01",NA,NA
"129",129,-123.630758,39.738936,"Angelo",0.532999992370605,28.0900001525879,18.1620006561279,8.23400020599365,"1992-09-01",NA,NA
"130",130,-123.630758,39.738936,"Angelo",189.363998413086,23.5890007019043,15.3740005493164,7.15999984741211,"1992-10-01",NA,NA
"131",131,-123.630758,39.738936,"Angelo",126.303001403809,15.4340000152588,8.80700016021729,2.18099999427795,"1992-11-01",NA,NA
"132",132,-123.630758,39.738936,"Angelo",547.692016601562,10.4119997024536,5.61600017547607,0.822000026702881,"1992-12-01",NA,NA
"133",133,-123.630758,39.738936,"Angelo",608.982971191406,10.5659999847412,5.88800048828125,1.21099996566772,"1993-01-01",NA,NA
"134",134,-123.630758,39.738936,"Angelo",260.752990722656,11.6370000839233,6.71700048446655,1.79799997806549,"1993-02-01",NA,NA
"135",135,-123.630758,39.738936,"Angelo",251.565994262695,16.5060005187988,11.2000007629395,5.89400005340576,"1993-03-01",NA,NA
"136",136,-123.630758,39.738936,"Angelo",215.302001953125,15.7049999237061,10.032000541687,4.3600001335144,"1993-04-01",NA,NA
"137",137,-123.630758,39.738936,"Angelo",212.225006103516,19.8980007171631,13.5790004730225,7.26100015640259,"1993-05-01",NA,NA
"138",138,-123.630758,39.738936,"Angelo",43.5709991455078,23.753999710083,16.0170001983643,8.2819995880127,"1993-06-01",NA,NA
"139",139,-123.630758,39.738936,"Angelo",0,27.0650005340576,18.443000793457,9.82199954986572,"1993-07-01",NA,NA
"140",140,-123.630758,39.738936,"Angelo",2.10800004005432,29.0879993438721,19.5990009307861,10.1120004653931,"1993-08-01",NA,NA
"141",141,-123.630758,39.738936,"Angelo",0,28.4650001525879,18.2680015563965,8.07100009918213,"1993-09-01",NA,NA
"142",142,-123.630758,39.738936,"Angelo",52.3460006713867,23.6879997253418,15.4630002975464,7.23999977111816,"1993-10-01",NA,NA
"143",143,-123.630758,39.738936,"Angelo",67.7040023803711,16.44700050354,8.26399993896484,0.0810000002384186,"1993-11-01",NA,NA
"144",144,-123.630758,39.738936,"Angelo",365.611999511719,11.6540002822876,6.17900037765503,0.704999983310699,"1993-12-01",NA,NA
"145",145,-123.630758,39.738936,"Angelo",275.796997070312,13.9429998397827,7.7330002784729,1.52499997615814,"1994-01-01",NA,NA
"146",146,-123.630758,39.738936,"Angelo",259.125,11.8719997406006,6.16200017929077,0.453999996185303,"1994-02-01",NA,NA
"147",147,-123.630758,39.738936,"Angelo",63.5639991760254,17.7169990539551,10.1080007553101,2.50099992752075,"1994-03-01",NA,NA
"148",148,-123.630758,39.738936,"Angelo",98.8509979248047,17.7889995574951,10.3620004653931,2.93799996376038,"1994-04-01",NA,NA
"149",149,-123.630758,39.738936,"Angelo",55.140998840332,20.2259998321533,13.1630010604858,6.10099983215332,"1994-05-01",NA,NA
"150",150,-123.630758,39.738936,"Angelo",8.11999988555908,24.3579998016357,15.4660005569458,6.57499980926514,"1994-06-01",NA,NA
"151",151,-123.630758,39.738936,"Angelo",2.38299989700317,29.9300003051758,20.2990016937256,10.668999671936,"1994-07-01",NA,NA
"152",152,-123.630758,39.738936,"Angelo",0,28.7630004882812,18.7920017242432,8.82299995422363,"1994-08-01",NA,NA
"153",153,-123.630758,39.738936,"Angelo",0,28.7029991149902,18.3560009002686,8.01000022888184,"1994-09-01",NA,NA
"154",154,-123.630758,39.738936,"Angelo",14.2180004119873,22.4360008239746,13.4420003890991,4.44899988174438,"1994-10-01",NA,NA
"155",155,-123.630758,39.738936,"Angelo",306.019012451172,10.5769996643066,5.11700010299683,-0.342000007629395,"1994-11-01",NA,NA
"156",156,-123.630758,39.738936,"Angelo",269.371002197266,9.85999965667725,5.40100002288818,0.943000018596649,"1994-12-01",NA,NA
"157",157,-123.630758,39.738936,"Angelo",1130.19396972656,10.9650001525879,8.64300060272217,6.32200002670288,"1995-01-01",NA,NA
"158",158,-123.630758,39.738936,"Angelo",125.573997497559,15.6459999084473,10.1640005111694,4.68300008773804,"1995-02-01",NA,NA
"159",159,-123.630758,39.738936,"Angelo",673.556030273438,13.128999710083,8.3390007019043,3.55100011825562,"1995-03-01",NA,NA
"160",160,-123.630758,39.738936,"Angelo",295.757995605469,16.1459999084473,9.6560001373291,3.16799998283386,"1995-04-01",NA,NA
"161",161,-123.630758,39.738936,"Angelo",65.8059997558594,19.7700004577637,13.242000579834,6.71500015258789,"1995-05-01",NA,NA
"162",162,-123.630758,39.738936,"Angelo",39.8580017089844,22.5349998474121,15.6920003890991,8.85000038146973,"1995-06-01",NA,NA
"163",163,-123.630758,39.738936,"Angelo",4.73899984359741,27.0939998626709,19.2200012207031,11.3479995727539,"1995-07-01",NA,NA
"164",164,-123.630758,39.738936,"Angelo",0,29.2180004119873,19.4240016937256,9.63099956512451,"1995-08-01",NA,NA
"165",165,-123.630758,39.738936,"Angelo",3.35899996757507,28.0869998931885,18.9000015258789,9.71399974822998,"1995-09-01",NA,NA
"166",166,-123.630758,39.738936,"Angelo",3.04500007629395,24.7770004272461,14.9740009307861,5.17199993133545,"1995-10-01",NA,NA
"167",167,-123.630758,39.738936,"Angelo",53.6430015563965,18.8999996185303,11.9950008392334,5.09299993515015,"1995-11-01",NA,NA
"168",168,-123.630758,39.738936,"Angelo",669.153015136719,12.8859996795654,8.71200084686279,4.53999996185303,"1995-12-01",NA,NA
"169",169,-123.630758,39.738936,"Angelo",540.39697265625,12.3920001983643,7.63300037384033,2.87599992752075,"1996-01-01",NA,NA
"170",170,-123.630758,39.738936,"Angelo",434.93798828125,13.9379997253418,9.53000068664551,5.1230001449585,"1996-02-01",NA,NA
"171",171,-123.630758,39.738936,"Angelo",178.486999511719,16.757999420166,10.0110006332397,3.26600003242493,"1996-03-01",NA,NA
"172",172,-123.630758,39.738936,"Angelo",242.865997314453,18.2490005493164,11.2340002059937,4.21999979019165,"1996-04-01",NA,NA
"173",173,-123.630758,39.738936,"Angelo",131.044998168945,21.3770008087158,13.3990001678467,5.4210000038147,"1996-05-01",NA,NA
"174",174,-123.630758,39.738936,"Angelo",0.898999989032745,25.1590003967285,16.4689998626709,7.78000020980835,"1996-06-01",NA,NA
"175",175,-123.630758,39.738936,"Angelo",0,32.3059997558594,22.1000003814697,11.8950004577637,"1996-07-01",NA,NA
"176",176,-123.630758,39.738936,"Angelo",0,31.1770000457764,20.6440010070801,10.1120004653931,"1996-08-01",NA,NA
"177",177,-123.630758,39.738936,"Angelo",31.3479995727539,27.4769992828369,17.6710014343262,7.86700010299683,"1996-09-01",NA,NA
"178",178,-123.630758,39.738936,"Angelo",84.0019989013672,21.9850006103516,13.7260007858276,5.46700000762939,"1996-10-01",NA,NA
"179",179,-123.630758,39.738936,"Angelo",283.768005371094,15.8079996109009,9.93200016021729,4.05800008773804,"1996-11-01",NA,NA
"180",180,-123.630758,39.738936,"Angelo",1014.52801513672,11.8990001678467,7.87500047683716,3.8529999256134,"1996-12-01",NA,NA
"181",181,-123.630758,39.738936,"Angelo",713.206970214844,12.1560001373291,7.49500036239624,2.83500003814697,"1997-01-01",NA,NA
"182",182,-123.630758,39.738936,"Angelo",129.792007446289,13.7530002593994,7.43900012969971,1.12600004673004,"1997-02-01",NA,NA
"183",183,-123.630758,39.738936,"Angelo",114.660003662109,17.2730007171631,9.82500076293945,2.37700009346008,"1997-03-01",NA,NA
"184",184,-123.630758,39.738936,"Angelo",142.212005615234,17.5510005950928,10.617000579834,3.68499994277954,"1997-04-01",NA,NA
"185",185,-123.630758,39.738936,"Angelo",36.3460006713867,24.503999710083,15.7070007324219,6.91200017929077,"1997-05-01",NA,NA
"186",186,-123.630758,39.738936,"Angelo",38.6020011901855,23.7700004577637,15.9980010986328,8.22700023651123,"1997-06-01",NA,NA
"187",187,-123.630758,39.738936,"Angelo",7.35799980163574,28.8810005187988,19.8190002441406,10.7589998245239,"1997-07-01",NA,NA
"188",188,-123.630758,39.738936,"Angelo",19.7019996643066,27.511999130249,19.1680011749268,10.8269996643066,"1997-08-01",NA,NA
"189",189,-123.630758,39.738936,"Angelo",58.8209991455078,26.8689994812012,18.1900005340576,9.51299953460693,"1997-09-01",NA,NA
"190",190,-123.630758,39.738936,"Angelo",151.231994628906,20.5189990997314,12.9820003509521,5.44700002670288,"1997-10-01",NA,NA
"191",191,-123.630758,39.738936,"Angelo",372.490997314453,14.6719999313354,10.1270008087158,5.58300018310547,"1997-11-01",NA,NA
"192",192,-123.630758,39.738936,"Angelo",252.886001586914,12.0270004272461,6.23000049591064,0.433999985456467,"1997-12-01",NA,NA
"193",193,-123.630758,39.738936,"Angelo",904.218017578125,10.9650001525879,7.44900035858154,3.93400001525879,"1998-01-01",NA,NA
"194",194,-123.630758,39.738936,"Angelo",696.182006835938,10.0790004730225,6.46500015258789,2.8529999256134,"1998-02-01",NA,NA
"195",195,-123.630758,39.738936,"Angelo",393.864013671875,14.9130001068115,8.48400020599365,2.05599999427795,"1998-03-01",NA,NA
"196",196,-123.630758,39.738936,"Angelo",119.045997619629,16.0410003662109,9.03500080108643,2.02900004386902,"1998-04-01",NA,NA
"197",197,-123.630758,39.738936,"Angelo",105.254997253418,16.3059997558594,10.5420007705688,4.77899980545044,"1998-05-01",NA,NA
"198",198,-123.630758,39.738936,"Angelo",2.36199998855591,22.9619998931885,16.1730003356934,9.38599967956543,"1998-06-01",NA,NA
"199",199,-123.630758,39.738936,"Angelo",0,28.6860008239746,20.1860008239746,11.6879997253418,"1998-07-01",NA,NA
"200",200,-123.630758,39.738936,"Angelo",0,31.2830009460449,21.1460018157959,11.0109996795654,"1998-08-01",NA,NA
"201",201,-123.630758,39.738936,"Angelo",2.46499991416931,29.0860004425049,19.6450004577637,10.2040004730225,"1998-09-01",NA,NA
"202",202,-123.630758,39.738936,"Angelo",70.4349975585938,21.3990001678467,12.9970006942749,4.59600019454956,"1998-10-01",NA,NA
"203",203,-123.630758,39.738936,"Angelo",493.769012451172,12.7489995956421,8.36700057983398,3.98799991607666,"1998-11-01",NA,NA
"204",204,-123.630758,39.738936,"Angelo",240.917999267578,10.5240001678467,5.14600038528442,-0.231000006198883,"1998-12-01",NA,NA
"205",205,-123.630758,39.738936,"Angelo",318.282012939453,12.7810001373291,7.00300025939941,1.22599995136261,"1999-01-01",NA,NA
"206",206,-123.630758,39.738936,"Angelo",710.843017578125,9.6230001449585,5.21000003814697,0.797999978065491,"1999-02-01",NA,NA
"207",207,-123.630758,39.738936,"Angelo",337.759002685547,12.125,6.69400024414062,1.26400005817413,"1999-03-01",NA,NA
"208",208,-123.630758,39.738936,"Angelo",129.330001831055,16.6490001678467,9.29900074005127,1.95099997520447,"1999-04-01",NA,NA
